-0.054405853	-0.007156793	0.14753976	-0.46512488	-0.299739	-0.16673478	0.42417678	0.39929333	-0.118471034	0.17227511	0.44080004	0.061687693	0.05834462	0.06246048	0.31342754	-0.39388177
-0.046444114	-0.13341992	0.05548675	-0.24522206	-0.43185005	-0.12923205	0.19994451	0.20847283	-0.37645566	-0.09077788	0.38015333	0.18633094	0.04692939	0.11201553	0.46774408	-0.3470473
0.12042178	0.196088	0.23577775	-0.19224496	-0.09334134	-0.08857976	0.42760217	0.4045014	-0.28927377	-0.33531752	0.3968016	-0.06521463	0.18997139	0.028826717	0.121181004	-0.22882177
0.2553041	0.27046043	-0.112261795	-0.050092094	-0.40436152	0.18533783	0.26993072	0.2849276	-0.58058584	-0.35053095	0.27310938	-0.1652265	0.42216668	-0.24140495	0.13793302	-0.29264334
0.12876748	-0.11281928	-0.071321726	-0.25994447	-0.31966886	-0.17340256	0.25290218	0.2097462	-0.3230922	0.06439295	0.21789773	-0.028275704	0.16389823	0.048352927	0.13049547	-0.3367887
0.29191774	0.008370391	-0.019744521	-0.3342581	-0.23444858	-0.10945983	0.19729245	0.32311487	-0.35566905	0.03249432	0.25248656	-0.15817516	0.19739561	0.05508875	0.084628515	-0.3957629
-0.34696975	0.20166561	0.28928283	-0.31499478	-0.35953775	0.015978964	0.4291734	0.44049725	0.022130474	0.07875326	0.5077245	0.33187035	0.09196987	-0.11716286	0.50604784	-0.35283482
-0.17395923	-0.2744244	-0.051482555	-0.9273236	-0.79687196	0.07546965	-0.06363092	0.116232455	0.56667763	0.8102228	0.41610664	0.30981532	0.040719412	-0.08797562	0.387466	-0.8996703
0.24579547	-0.33389512	-0.00087226636	-0.18604995	-0.026814133	-0.23828277	0.16419321	0.07691322	-0.35939145	0.01774225	0.14372264	-0.07881737	0.010292771	0.20127493	0.11714598	-0.20175068
0.4107454	0.13956672	0.07130082	-0.042224314	0.12272379	-0.15512079	0.4527508	0.333509	-0.4669157	-0.25964242	0.17128229	-0.3677711	0.26167363	0.012343002	-0.17195658	-0.06862487
0.3969472	0.5521801	0.14935781	0.0699748	-0.13427053	0.2265475	0.5695522	0.6123417	-0.5068107	-0.5512143	0.33855283	-0.43563297	0.566591	-0.30693313	-0.257406	-0.17014125
0.21753119	0.21318485	0.038419127	-0.20718536	-0.096674845	-0.09392871	0.37775666	0.3498999	-0.18735494	-0.16033731	0.2643618	-0.30266583	0.2693685	-0.08019429	-0.18028742	-0.22638126
0.020294335	-0.15325096	-0.04387601	-0.08947473	-0.2856161	-0.20192428	0.07906068	0.15510191	-0.43410504	-0.107763566	0.118131675	0.16689965	-0.0057548424	0.2595676	0.3588252	-0.1526412
0.15677051	0.4607688	-0.19456787	0.20510028	-0.5791376	0.4171872	0.05685974	0.4367887	-0.81062675	-0.587456	0.11950062	-0.084253795	0.4654575	-0.3360181	0.21021189	-0.16886635
0.072743796	-0.33294386	-0.2686925	-0.12526545	-0.51343596	-0.0834097	-0.20926782	0.008467389	-0.5293544	0.084756695	-0.034743983	0.21225065	0.0028072936	0.19781919	0.41990274	-0.23772214
-0.04530621	-0.5478583	-0.10736688	0.14103284	-0.016245915	-0.31305122	-0.09638371	0.030045722	-0.42711934	-0.05608639	-0.07123599	0.32834545	-0.25857893	0.4016402	0.36881763	0.21736442
0.27807373	-0.2990349	-0.022402648	0.00070970465	0.18458082	-0.30741185	0.23635212	0.04684341	-0.34448063	-0.2117028	0.09011848	-0.09314128	-0.042991746	0.36856067	0.029463364	0.07384784
0.2776525	-0.19646406	-0.15026428	-0.55557853	-0.36263397	-0.017660126	0.10708546	0.12824935	-0.121578865	0.37133935	0.21319823	-0.23321344	0.18669306	-0.10942312	-0.011763509	-0.55454296
0.15753672	0.070069596	-0.005355272	-0.2294632	-0.39663717	0.09703186	0.10198395	0.15932974	-0.26300305	-0.055768378	0.25606418	-0.032124713	0.2758591	-0.12065087	0.15356049	-0.34401092
-0.20732525	0.12004336	0.3058429	-0.43960953	-0.12543374	-0.14430986	0.5014804	0.32575458	0.2327104	0.14172396	0.49574822	0.09259478	0.021357698	0.0021367627	0.24655591	-0.32701278
-0.028829899	0.0064735617	0.29260877	-0.46538135	-0.06583434	-0.108267695	0.50480807	0.47555077	0.28355005	0.16721544	0.46821007	-0.030601306	-0.0125513915	0.019831004	-0.007896949	-0.31372634
-0.12516683	-0.11647886	0.12056624	-0.55553436	-0.48387095	-0.07276616	0.25739753	0.34815472	0.25850123	0.46092814	0.4243128	0.11652115	-0.04825567	-0.00576798	0.22459118	-0.52255243
0.037447747	0.21526839	-0.017611025	0.009511424	-0.18269005	0.064365365	0.23603107	0.19959225	-0.5143555	-0.2999723	0.2570568	-0.029777091	0.25894722	-0.14118204	0.2048622	-0.19173804
